,Country,Region,Year,Infant Deaths,Under_Five Deaths,Adult Mortality,Alcohol Consumption,Hepatitis B,Measles,BMI,Polio,Diphtheria,Incidents of HIV,GDP(per capita),Population,Thinness (ten to nineteen years),Thinness (five to nine years),Schooling,Life Expectancy,Economy Status,Infant Deaths_lag1,Under_Five Deaths_lag1,Adult Mortality_lag1,Alcohol Consumption_lag1,Hepatitis B_lag1,Measles_lag1,BMI_lag1,Polio_lag1,Diphtheria_lag1,Incidents of HIV_lag1,GDP(per capita)_lag1,Population_lag1,Thinness (ten to nineteen years)_lag1,Thinness (five to nine years)_lag1,Schooling_lag1,Life Expectancy_lag1,Infant Deaths_lag2,Under_Five Deaths_lag2,Adult Mortality_lag2,Alcohol Consumption_lag2,Hepatitis B_lag2,Measles_lag2,BMI_lag2,Polio_lag2,Diphtheria_lag2,Incidents of HIV_lag2,GDP(per capita)_lag2,Population_lag2,Thinness (ten to nineteen years)_lag2,Thinness (five to nine years)_lag2,Schooling_lag2,Life Expectancy_lag2
2423,St. Vincent and the Grenadines,Central America and Caribbean,2007,18.7,21.1,167.402,6.2,99,83,26.3,99,99,0.4,7154,0.11,3.6,3.6,8.1,71.6,Developing,18.8,21.3,170.3485,6.22,99.0,83.0,26.1,99.0,99.0,0.4,6918.0,0.11,3.7,3.6,8.0,71.4,18.9,21.5,173.295,6.37,99.0,83.0,26.0,93.0,99.0,0.4,6465.0,0.11,3.7,3.7,7.9,71.3
2424,St. Vincent and the Grenadines,Central America and Caribbean,2008,18.5,20.8,165.5335,7.17,99,83,26.4,99,99,0.4,7190,0.11,3.6,3.6,8.1,71.6,Developing,18.7,21.1,167.402,6.2,99.0,83.0,26.3,99.0,99.0,0.4,7154.0,0.11,3.6,3.6,8.1,71.6,18.8,21.3,170.3485,6.22,99.0,83.0,26.1,99.0,99.0,0.4,6918.0,0.11,3.7,3.6,8.0,71.4
2425,St. Vincent and the Grenadines,Central America and Caribbean,2009,18.2,20.4,163.6655,6.98,99,83,26.5,99,99,0.4,7098,0.11,3.6,3.5,8.2,71.7,Developing,18.5,20.8,165.5335,7.17,99.0,83.0,26.4,99.0,99.0,0.4,7190.0,0.11,3.6,3.6,8.1,71.6,18.7,21.1,167.402,6.2,99.0,83.0,26.3,99.0,99.0,0.4,7154.0,0.11,3.6,3.6,8.1,71.6
2426,St. Vincent and the Grenadines,Central America and Caribbean,2010,17.8,19.8,161.7965,7.19,99,83,26.6,99,99,0.4,6783,0.11,3.5,3.5,8.3,71.8,Developing,18.2,20.4,163.6655,6.98,99.0,83.0,26.5,99.0,99.0,0.4,7098.0,0.11,3.6,3.5,8.2,71.7,18.5,20.8,165.5335,7.17,99.0,83.0,26.4,99.0,99.0,0.4,7190.0,0.11,3.6,3.6,8.1,71.6
2427,St. Vincent and the Grenadines,Central America and Caribbean,2011,17.3,19.2,159.928,7.04,96,83,26.7,96,96,0.4,6738,0.11,3.5,3.5,8.4,71.8,Developing,17.8,19.8,161.7965,7.19,99.0,83.0,26.6,99.0,99.0,0.4,6783.0,0.11,3.5,3.5,8.3,71.8,18.2,20.4,163.6655,6.98,99.0,83.0,26.5,99.0,99.0,0.4,7098.0,0.11,3.6,3.5,8.2,71.7
2428,St. Vincent and the Grenadines,Central America and Caribbean,2012,16.8,18.6,158.0595,6.81,96,83,26.8,96,96,0.4,6810,0.11,3.5,3.5,8.5,71.9,Developing,17.3,19.2,159.928,7.04,96.0,83.0,26.7,96.0,96.0,0.4,6738.0,0.11,3.5,3.5,8.4,71.8,17.8,19.8,161.7965,7.19,99.0,83.0,26.6,99.0,99.0,0.4,6783.0,0.11,3.5,3.5,8.3,71.8
2429,St. Vincent and the Grenadines,Central America and Caribbean,2013,16.2,18.0,156.9805,6.96,97,83,26.9,97,97,0.4,6965,0.11,3.5,3.4,8.6,71.9,Developing,16.8,18.6,158.0595,6.81,96.0,83.0,26.8,96.0,96.0,0.4,6810.0,0.11,3.5,3.5,8.5,71.9,17.3,19.2,159.928,7.04,96.0,83.0,26.7,96.0,96.0,0.4,6738.0,0.11,3.5,3.5,8.4,71.8
2430,St. Vincent and the Grenadines,Central America and Caribbean,2014,15.7,17.4,155.902,7.12,98,83,27.0,97,98,0.4,7029,0.11,3.5,3.4,8.6,72.0,Developing,16.2,18.0,156.9805,6.96,97.0,83.0,26.9,97.0,97.0,0.4,6965.0,0.11,3.5,3.4,8.6,71.9,16.8,18.6,158.0595,6.81,96.0,83.0,26.8,96.0,96.0,0.4,6810.0,0.11,3.5,3.5,8.5,71.9
2431,St. Vincent and the Grenadines,Central America and Caribbean,2015,15.2,16.7,154.8235,7.41,98,83,27.1,97,98,0.4,7207,0.11,3.5,3.4,8.6,72.1,Developing,15.7,17.4,155.902,7.12,98.0,83.0,27.0,97.0,98.0,0.4,7029.0,0.11,3.5,3.4,8.6,72.0,16.2,18.0,156.9805,6.96,97.0,83.0,26.9,97.0,97.0,0.4,6965.0,0.11,3.5,3.4,8.6,71.9
2432,Suriname,South America,2000,27.5,31.2,210.4495,4.46,84,16,25.4,70,71,1.01,6202,0.47,3.6,3.6,7.7,67.8,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,Suriname,South America,2001,26.6,30.1,211.342,4.41,84,16,25.5,65,68,0.99,6387,0.48,3.6,3.5,7.7,67.9,Developing,27.5,31.2,210.4495,4.46,84.0,16.0,25.4,70.0,71.0,1.01,6202.0,0.47,3.6,3.6,7.7,67.8,,,,,,,,,,,,,,,,
2434,Suriname,South America,2002,25.7,29.1,212.234,4.58,84,16,25.6,74,73,0.98,6488,0.48,3.5,3.5,7.7,68.1,Developing,26.6,30.1,211.342,4.41,84.0,16.0,25.5,65.0,68.0,0.99,6387.0,0.48,3.6,3.5,7.7,67.9,27.5,31.2,210.4495,4.46,84.0,16.0,25.4,70.0,71.0,1.01,6202.0,0.47,3.6,3.6,7.7,67.8
2435,Suriname,South America,2003,24.9,28.2,207.3055,4.7,84,16,25.6,74,75,0.96,6816,0.49,3.5,3.5,7.7,68.3,Developing,25.7,29.1,212.234,4.58,84.0,16.0,25.6,74.0,73.0,0.98,6488.0,0.48,3.5,3.5,7.7,68.1,26.6,30.1,211.342,4.41,84.0,16.0,25.5,65.0,68.0,0.99,6387.0,0.48,3.6,3.5,7.7,67.9
2436,Suriname,South America,2004,24.2,27.3,202.3775,4.66,84,16,25.7,84,85,0.91,7310,0.49,3.5,3.5,7.7,68.6,Developing,24.9,28.2,207.3055,4.7,84.0,16.0,25.6,74.0,75.0,0.96,6816.0,0.49,3.5,3.5,7.7,68.3,25.7,29.1,212.234,4.58,84.0,16.0,25.6,74.0,73.0,0.98,6488.0,0.48,3.5,3.5,7.7,68.1
2437,Suriname,South America,2005,23.5,26.5,197.449,4.52,83,16,25.8,84,83,0.85,7550,0.5,3.5,3.4,7.7,68.9,Developing,24.2,27.3,202.3775,4.66,84.0,16.0,25.7,84.0,85.0,0.91,7310.0,0.49,3.5,3.5,7.7,68.6,24.9,28.2,207.3055,4.7,84.0,16.0,25.6,74.0,75.0,0.96,6816.0,0.49,3.5,3.5,7.7,68.3
2438,Suriname,South America,2006,22.9,25.7,192.5215,4.57,84,16,25.9,84,84,0.81,7896,0.51,3.5,3.4,7.7,69.2,Developing,23.5,26.5,197.449,4.52,83.0,16.0,25.8,84.0,83.0,0.85,7550.0,0.5,3.5,3.4,7.7,68.9,24.2,27.3,202.3775,4.66,84.0,16.0,25.7,84.0,85.0,0.91,7310.0,0.49,3.5,3.5,7.7,68.6
2439,Suriname,South America,2007,22.2,25.0,187.5935,4.69,84,16,25.9,84,84,0.75,8204,0.51,3.5,3.4,7.7,69.6,Developing,22.9,25.7,192.5215,4.57,84.0,16.0,25.9,84.0,84.0,0.81,7896.0,0.51,3.5,3.4,7.7,69.2,23.5,26.5,197.449,4.52,83.0,16.0,25.8,84.0,83.0,0.85,7550.0,0.5,3.5,3.4,7.7,68.9
2440,Suriname,South America,2008,21.7,24.4,184.945,4.82,84,16,26.0,85,85,0.71,8445,0.52,3.5,3.4,7.7,69.9,Developing,22.2,25.0,187.5935,4.69,84.0,16.0,25.9,84.0,84.0,0.75,8204.0,0.51,3.5,3.4,7.7,69.6,22.9,25.7,192.5215,4.57,84.0,16.0,25.9,84.0,84.0,0.81,7896.0,0.51,3.5,3.4,7.7,69.2
2441,Suriname,South America,2009,21.1,23.7,182.2965,4.93,87,16,26.1,85,87,0.66,8600,0.52,3.5,3.4,7.7,70.2,Developing,21.7,24.4,184.945,4.82,84.0,16.0,26.0,85.0,85.0,0.71,8445.0,0.52,3.5,3.4,7.7,69.9,22.2,25.0,187.5935,4.69,84.0,16.0,25.9,84.0,84.0,0.75,8204.0,0.51,3.5,3.4,7.7,69.6
2442,Suriname,South America,2010,20.6,23.1,179.6485,5.27,86,16,26.1,94,96,0.66,8942,0.53,3.5,3.4,7.7,70.5,Developing,21.1,23.7,182.2965,4.93,87.0,16.0,26.1,85.0,87.0,0.66,8600.0,0.52,3.5,3.4,7.7,70.2,21.7,24.4,184.945,4.82,84.0,16.0,26.0,85.0,85.0,0.71,8445.0,0.52,3.5,3.4,7.7,69.9
2443,Suriname,South America,2011,20.1,22.5,177.0,5.69,86,16,26.2,83,86,0.6,9358,0.54,3.5,3.4,7.8,70.7,Developing,20.6,23.1,179.6485,5.27,86.0,16.0,26.1,94.0,96.0,0.66,8942.0,0.53,3.5,3.4,7.7,70.5,21.1,23.7,182.2965,4.93,87.0,16.0,26.1,85.0,87.0,0.66,8600.0,0.52,3.5,3.4,7.7,70.2
2444,Suriname,South America,2012,19.6,22.0,174.3515,5.79,84,17,26.3,79,84,0.58,9502,0.54,3.5,3.4,7.9,70.9,Developing,20.1,22.5,177.0,5.69,86.0,16.0,26.2,83.0,86.0,0.6,9358.0,0.54,3.5,3.4,7.8,70.7,20.6,23.1,179.6485,5.27,86.0,16.0,26.1,94.0,96.0,0.66,8942.0,0.53,3.5,3.4,7.7,70.5
2445,Suriname,South America,2013,19.1,21.4,172.944,5.84,86,15,26.3,78,86,0.54,9673,0.55,3.5,3.5,8.1,71.0,Developing,19.6,22.0,174.3515,5.79,84.0,17.0,26.3,79.0,84.0,0.58,9502.0,0.54,3.5,3.4,7.9,70.9,20.1,22.5,177.0,5.69,86.0,16.0,26.2,83.0,86.0,0.6,9358.0,0.54,3.5,3.4,7.8,70.7
2446,Suriname,South America,2014,18.6,20.9,171.5365,5.39,85,15,26.4,76,85,0.51,9593,0.55,3.5,3.5,8.2,71.1,Developing,19.1,21.4,172.944,5.84,86.0,15.0,26.3,78.0,86.0,0.54,9673.0,0.55,3.5,3.5,8.1,71.0,19.6,22.0,174.3515,5.79,84.0,17.0,26.3,79.0,84.0,0.58,9502.0,0.54,3.5,3.4,7.9,70.9
2447,Suriname,South America,2015,18.2,20.3,170.129,4.75,89,21,26.5,78,89,0.47,9168,0.56,3.5,3.5,8.4,71.2,Developing,18.6,20.9,171.5365,5.39,85.0,15.0,26.4,76.0,85.0,0.51,9593.0,0.55,3.5,3.5,8.2,71.1,19.1,21.4,172.944,5.84,86.0,15.0,26.3,78.0,86.0,0.54,9673.0,0.55,3.5,3.5,8.1,71.0
2448,Sweden,European Union,2000,3.4,4.1,71.72,6.2,60,94,25.1,99,99,0.08,41117,8.87,1.4,1.3,11.4,79.6,Developed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Sweden,European Union,2001,3.4,4.1,71.28,6.5,60,94,25.2,99,99,0.08,41601,8.9,1.3,1.3,11.5,79.8,Developed,3.4,4.1,71.72,6.2,60.0,94.0,25.1,99.0,99.0,0.08,41117.0,8.87,1.4,1.3,11.4,79.6,,,,,,,,,,,,,,,,
2450,Sweden,European Union,2002,3.3,4.0,68.96,6.88,60,94,25.3,99,99,0.08,42377,8.92,1.3,1.3,11.6,79.8,Developed,3.4,4.1,71.28,6.5,60.0,94.0,25.2,99.0,99.0,0.08,41601.0,8.9,1.3,1.3,11.5,79.8,3.4,4.1,71.72,6.2,60.0,94.0,25.1,99.0,99.0,0.08,41117.0,8.87,1.4,1.3,11.4,79.6
2451,Sweden,European Union,2003,3.2,3.9,67.2,6.88,60,95,25.4,99,99,0.08,43195,8.96,1.3,1.3,11.8,80.1,Developed,3.3,4.0,68.96,6.88,60.0,94.0,25.3,99.0,99.0,0.08,42377.0,8.92,1.3,1.3,11.6,79.8,3.4,4.1,71.28,6.5,60.0,94.0,25.2,99.0,99.0,0.08,41601.0,8.9,1.3,1.3,11.5,79.8
2452,Sweden,European Union,2004,3.1,3.7,66.1935,6.51,60,95,25.4,99,99,0.08,44891,8.99,1.3,1.3,12.3,80.5,Developed,3.2,3.9,67.2,6.88,60.0,95.0,25.4,99.0,99.0,0.08,43195.0,8.96,1.3,1.3,11.8,80.1,3.3,4.0,68.96,6.88,60.0,94.0,25.3,99.0,99.0,0.08,42377.0,8.92,1.3,1.3,11.6,79.8
2453,Sweden,European Union,2005,3.0,3.6,65.34,6.53,60,95,25.5,98,98,0.08,45990,9.03,1.3,1.3,12.4,80.5,Developed,3.1,3.7,66.1935,6.51,60.0,95.0,25.4,99.0,99.0,0.08,44891.0,8.99,1.3,1.3,12.3,80.5,3.2,3.9,67.2,6.88,60.0,95.0,25.4,99.0,99.0,0.08,43195.0,8.96,1.3,1.3,11.8,80.1
2454,Sweden,European Union,2006,2.8,3.4,63.6035,6.81,60,95,25.6,98,98,0.08,47865,9.08,1.3,1.3,12.4,80.7,Developed,3.0,3.6,65.34,6.53,60.0,95.0,25.5,98.0,98.0,0.08,45990.0,9.03,1.3,1.3,12.4,80.5,3.1,3.7,66.1935,6.51,60.0,95.0,25.4,99.0,99.0,0.08,44891.0,8.99,1.3,1.3,12.3,80.5
2455,Sweden,European Union,2007,2.7,3.3,62.5915,6.98,60,95,25.6,98,98,0.08,49145,9.15,1.3,1.3,12.5,80.9,Developed,2.8,3.4,63.6035,6.81,60.0,95.0,25.6,98.0,98.0,0.08,47865.0,9.08,1.3,1.3,12.4,80.7,3.0,3.6,65.34,6.53,60.0,95.0,25.5,98.0,98.0,0.08,45990.0,9.03,1.3,1.3,12.4,80.5
2456,Sweden,European Union,2008,2.6,3.2,61.6405,7.02,61,94,25.7,98,98,0.08,48544,9.22,1.3,1.3,12.2,81.1,Developed,2.7,3.3,62.5915,6.98,60.0,95.0,25.6,98.0,98.0,0.08,49145.0,9.15,1.3,1.3,12.5,80.9,2.8,3.4,63.6035,6.81,60.0,95.0,25.6,98.0,98.0,0.08,47865.0,9.08,1.3,1.3,12.4,80.7
2457,Sweden,European Union,2009,2.6,3.1,60.608,7.31,59,95,25.7,98,98,0.08,46043,9.3,1.3,1.3,12.2,81.4,Developed,2.6,3.2,61.6405,7.02,61.0,94.0,25.7,98.0,98.0,0.08,48544.0,9.22,1.3,1.3,12.2,81.1,2.7,3.3,62.5915,6.98,60.0,95.0,25.6,98.0,98.0,0.08,49145.0,9.15,1.3,1.3,12.5,80.9
2458,Sweden,European Union,2010,2.5,3.1,57.492,7.38,61,94,25.8,98,98,0.08,48370,9.38,1.3,1.3,12.3,81.5,Developed,2.6,3.1,60.608,7.31,59.0,95.0,25.7,98.0,98.0,0.08,46043.0,9.3,1.3,1.3,12.2,81.4,2.6,3.2,61.6405,7.02,61.0,94.0,25.7,98.0,98.0,0.08,48544.0,9.22,1.3,1.3,12.2,81.1
2459,Sweden,European Union,2011,2.5,3.0,57.197,7.31,62,95,25.8,98,98,0.08,49540,9.45,1.4,1.3,12.4,81.8,Developed,2.5,3.1,57.492,7.38,61.0,94.0,25.8,98.0,98.0,0.08,48370.0,9.38,1.3,1.3,12.3,81.5,2.6,3.1,60.608,7.31,59.0,95.0,25.7,98.0,98.0,0.08,46043.0,9.3,1.3,1.3,12.2,81.4
2460,Sweden,European Union,2012,2.4,3.0,55.8855,7.23,53,95,25.9,98,98,0.08,48886,9.52,1.4,1.3,12.4,81.7,Developed,2.5,3.0,57.197,7.31,62.0,95.0,25.8,98.0,98.0,0.08,49540.0,9.45,1.4,1.3,12.4,81.8,2.5,3.1,57.492,7.38,61.0,94.0,25.8,98.0,98.0,0.08,48370.0,9.38,1.3,1.3,12.3,81.5
2461,Sweden,European Union,2013,2.4,2.9,55.5025,7.32,67,95,25.9,98,98,0.08,49049,9.6,1.4,1.3,12.2,82.0,Developed,2.4,3.0,55.8855,7.23,53.0,95.0,25.9,98.0,98.0,0.08,48886.0,9.52,1.4,1.3,12.4,81.7,2.5,3.0,57.197,7.31,62.0,95.0,25.8,98.0,98.0,0.08,49540.0,9.45,1.4,1.3,12.4,81.8
2462,Sweden,European Union,2014,2.4,2.9,54.481,7.2,67,95,26.0,97,98,0.08,49855,9.7,1.5,1.3,12.3,82.3,Developed,2.4,2.9,55.5025,7.32,67.0,95.0,25.9,98.0,98.0,0.08,49049.0,9.6,1.4,1.3,12.2,82.0,2.4,3.0,55.8855,7.23,53.0,95.0,25.9,98.0,98.0,0.08,48886.0,9.52,1.4,1.3,12.4,81.7
2463,Sweden,European Union,2015,2.3,2.9,53.4415,7.13,67,95,26.0,98,98,0.08,51545,9.8,1.5,1.4,12.4,82.2,Developed,2.4,2.9,54.481,7.2,67.0,95.0,26.0,97.0,98.0,0.08,49855.0,9.7,1.5,1.3,12.3,82.3,2.4,2.9,55.5025,7.32,67.0,95.0,25.9,98.0,98.0,0.08,49049.0,9.6,1.4,1.3,12.2,82.0
2464,Switzerland,Rest of Europe,2000,4.7,5.6,76.677,11.26,88,71,24.8,95,93,0.09,74013,7.18,0.7,0.5,11.4,79.7,Developed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,Switzerland,Rest of Europe,2001,4.6,5.5,73.0875,11.12,88,71,24.8,95,93,0.1,74705,7.23,0.7,0.5,11.6,80.2,Developed,4.7,5.6,76.677,11.26,88.0,71.0,24.8,95.0,93.0,0.09,74013.0,7.18,0.7,0.5,11.4,79.7,,,,,,,,,,,,,,,,
2466,Switzerland,Rest of Europe,2002,4.5,5.4,71.8885,10.85,88,71,24.9,95,93,0.1,74138,7.28,0.6,0.5,11.7,80.4,Developed,4.6,5.5,73.0875,11.12,88.0,71.0,24.8,95.0,93.0,0.1,74705.0,7.23,0.7,0.5,11.6,80.2,4.7,5.6,76.677,11.26,88.0,71.0,24.8,95.0,93.0,0.09,74013.0,7.18,0.7,0.5,11.4,79.7
2467,Switzerland,Rest of Europe,2003,4.5,5.3,70.293,10.82,88,71,24.9,95,93,0.1,73556,7.34,0.6,0.5,11.8,80.5,Developed,4.5,5.4,71.8885,10.85,88.0,71.0,24.9,95.0,93.0,0.1,74138.0,7.28,0.6,0.5,11.7,80.4,4.6,5.5,73.0875,11.12,88.0,71.0,24.8,95.0,93.0,0.1,74705.0,7.23,0.7,0.5,11.6,80.2
2468,Switzerland,Rest of Europe,2004,4.4,5.2,67.614,10.54,88,71,24.9,95,93,0.09,75113,7.39,0.6,0.4,11.9,81.1,Developed,4.5,5.3,70.293,10.82,88.0,71.0,24.9,95.0,93.0,0.1,73556.0,7.34,0.6,0.5,11.8,80.5,4.5,5.4,71.8885,10.85,88.0,71.0,24.9,95.0,93.0,0.1,74138.0,7.28,0.6,0.5,11.7,80.4
2469,Switzerland,Rest of Europe,2005,4.3,5.1,65.1225,10.15,88,71,25.0,94,94,0.08,76785,7.44,0.6,0.4,12.0,81.2,Developed,4.4,5.2,67.614,10.54,88.0,71.0,24.9,95.0,93.0,0.09,75113.0,7.39,0.6,0.4,11.9,81.1,4.5,5.3,70.293,10.82,88.0,71.0,24.9,95.0,93.0,0.1,73556.0,7.34,0.6,0.5,11.8,80.5
2470,Switzerland,Rest of Europe,2006,4.2,4.9,63.2435,10.24,88,71,25.0,94,94,0.08,79368,7.48,0.6,0.4,12.3,81.5,Developed,4.3,5.1,65.1225,10.15,88.0,71.0,25.0,94.0,94.0,0.08,76785.0,7.44,0.6,0.4,12.0,81.2,4.4,5.2,67.614,10.54,88.0,71.0,24.9,95.0,93.0,0.09,75113.0,7.39,0.6,0.4,11.9,81.1
2471,Switzerland,Rest of Europe,2007,4.1,4.8,62.047,10.44,88,71,25.0,94,94,0.07,81805,7.55,0.5,0.4,12.6,81.7,Developed,4.2,4.9,63.2435,10.24,88.0,71.0,25.0,94.0,94.0,0.08,79368.0,7.48,0.6,0.4,12.3,81.5,4.3,5.1,65.1225,10.15,88.0,71.0,25.0,94.0,94.0,0.08,76785.0,7.44,0.6,0.4,12.0,81.2
2472,Switzerland,Rest of Europe,2008,4.0,4.7,59.218,10.29,88,83,25.0,96,95,0.07,82998,7.65,0.5,0.4,12.9,82.0,Developed,4.1,4.8,62.047,10.44,88.0,71.0,25.0,94.0,94.0,0.07,81805.0,7.55,0.5,0.4,12.6,81.7,4.2,4.9,63.2435,10.24,88.0,71.0,25.0,94.0,94.0,0.08,79368.0,7.48,0.6,0.4,12.3,81.5
2473,Switzerland,Rest of Europe,2009,4.0,4.6,59.034,10.15,88,83,25.1,96,95,0.06,80262,7.74,0.5,0.4,13.3,82.0,Developed,4.0,4.7,59.218,10.29,88.0,83.0,25.0,96.0,95.0,0.07,82998.0,7.65,0.5,0.4,12.9,82.0,4.1,4.8,62.047,10.44,88.0,71.0,25.0,94.0,94.0,0.07,81805.0,7.55,0.5,0.4,12.6,81.7
2474,Switzerland,Rest of Europe,2010,3.9,4.6,56.9105,10.01,88,83,25.1,96,95,0.06,82027,7.82,0.5,0.4,13.3,82.2,Developed,4.0,4.6,59.034,10.15,88.0,83.0,25.1,96.0,95.0,0.06,80262.0,7.74,0.5,0.4,13.3,82.0,4.0,4.7,59.218,10.29,88.0,83.0,25.0,96.0,95.0,0.07,82998.0,7.65,0.5,0.4,12.9,82.0
2475,Switzerland,Rest of Europe,2011,3.9,4.5,54.1965,9.99,88,86,25.1,96,96,0.06,82678,7.91,0.5,0.3,13.3,82.7,Developed,3.9,4.6,56.9105,10.01,88.0,83.0,25.1,96.0,95.0,0.06,82027.0,7.82,0.5,0.4,13.3,82.2,4.0,4.6,59.034,10.15,88.0,83.0,25.1,96.0,95.0,0.06,80262.0,7.74,0.5,0.4,13.3,82.0
2476,Switzerland,Rest of Europe,2012,3.8,4.4,53.4515,9.87,88,86,25.1,96,96,0.06,82800,8.0,0.5,0.3,13.4,82.7,Developed,3.9,4.5,54.1965,9.99,88.0,86.0,25.1,96.0,96.0,0.06,82678.0,7.91,0.5,0.3,13.3,82.7,3.9,4.6,56.9105,10.01,88.0,83.0,25.1,96.0,95.0,0.06,82027.0,7.82,0.5,0.4,13.3,82.2
2477,Switzerland,Rest of Europe,2013,3.8,4.4,52.8665,9.74,88,86,25.1,96,96,0.05,83345,8.09,0.4,0.3,13.4,82.8,Developed,3.8,4.4,53.4515,9.87,88.0,86.0,25.1,96.0,96.0,0.06,82800.0,8.0,0.5,0.3,13.4,82.7,3.9,4.5,54.1965,9.99,88.0,86.0,25.1,96.0,96.0,0.06,82678.0,7.91,0.5,0.3,13.3,82.7
2478,Switzerland,Rest of Europe,2014,3.8,4.3,49.998,9.62,88,87,25.1,96,96,0.05,84348,8.19,0.4,0.3,13.4,83.2,Developed,3.8,4.4,52.8665,9.74,88.0,86.0,25.1,96.0,96.0,0.05,83345.0,8.09,0.4,0.3,13.4,82.8,3.8,4.4,53.4515,9.87,88.0,86.0,25.1,96.0,96.0,0.06,82800.0,8.0,0.5,0.3,13.4,82.7
2479,Switzerland,Rest of Europe,2015,3.7,4.3,49.384,9.62,88,87,25.2,96,97,0.05,84776,8.28,0.4,0.3,13.4,82.9,Developed,3.8,4.3,49.998,9.62,88.0,87.0,25.1,96.0,96.0,0.05,84348.0,8.19,0.4,0.3,13.4,83.2,3.8,4.4,52.8665,9.74,88.0,86.0,25.1,96.0,96.0,0.05,83345.0,8.09,0.4,0.3,13.4,82.8
2480,Syrian Arab Republic,Middle East,2000,19.6,23.0,122.6915,0.93,79,80,26.9,86,84,0.13,1341,16.41,6.8,6.6,4.6,73.1,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,Syrian Arab Republic,Middle East,2001,18.9,22.1,121.421,0.95,80,83,27.0,83,82,0.13,1326,16.77,6.7,6.5,4.8,73.4,Developing,19.6,23.0,122.6915,0.93,79.0,80.0,26.9,86.0,84.0,0.13,1341.0,16.41,6.8,6.6,4.6,73.1,,,,,,,,,,,,,,,,
2482,Syrian Arab Republic,Middle East,2002,18.2,21.4,120.151,0.9,80,84,27.0,86,84,0.13,1353,17.08,6.6,6.5,4.7,73.7,Developing,18.9,22.1,121.421,0.95,80.0,83.0,27.0,83.0,82.0,0.13,1326.0,16.77,6.7,6.5,4.8,73.4,19.6,23.0,122.6915,0.93,79.0,80.0,26.9,86.0,84.0,0.13,1341.0,16.41,6.8,6.6,4.6,73.1
2483,Syrian Arab Republic,Middle East,2003,17.7,20.7,118.895,0.86,81,83,27.1,85,83,0.13,1423,17.42,6.6,6.4,5.1,74.0,Developing,18.2,21.4,120.151,0.9,80.0,84.0,27.0,86.0,84.0,0.13,1353.0,17.08,6.6,6.5,4.7,73.7,18.9,22.1,121.421,0.95,80.0,83.0,27.0,83.0,82.0,0.13,1326.0,16.77,6.7,6.5,4.8,73.4
2484,Syrian Arab Republic,Middle East,2004,17.2,20.1,117.639,0.61,82,82,27.2,84,81,0.13,1486,17.83,6.5,6.3,5.4,74.3,Developing,17.7,20.7,118.895,0.86,81.0,83.0,27.1,85.0,83.0,0.13,1423.0,17.42,6.6,6.4,5.1,74.0,18.2,21.4,120.151,0.9,80.0,84.0,27.0,86.0,84.0,0.13,1353.0,17.08,6.6,6.5,4.7,73.7
2485,Syrian Arab Republic,Middle East,2005,16.8,19.7,116.383,0.79,83,81,27.3,83,80,0.13,1532,18.36,6.5,6.3,5.8,74.4,Developing,17.2,20.1,117.639,0.61,82.0,82.0,27.2,84.0,81.0,0.13,1486.0,17.83,6.5,6.3,5.4,74.3,17.7,20.7,118.895,0.86,81.0,83.0,27.1,85.0,83.0,0.13,1423.0,17.42,6.6,6.4,5.1,74.0
2486,Syrian Arab Republic,Middle East,2006,16.5,19.3,115.127,0.75,83,81,27.4,83,80,0.13,1550,19.06,6.4,6.3,6.2,74.4,Developing,16.8,19.7,116.383,0.79,83.0,81.0,27.3,83.0,80.0,0.13,1532.0,18.36,6.5,6.3,5.8,74.4,17.2,20.1,117.639,0.61,82.0,82.0,27.2,84.0,81.0,0.13,1486.0,17.83,6.5,6.3,5.4,74.3
2487,Syrian Arab Republic,Middle East,2007,16.3,19.1,113.8705,0.74,83,81,27.5,83,80,0.13,1571,19.88,6.4,6.2,6.5,74.2,Developing,16.5,19.3,115.127,0.75,83.0,81.0,27.4,83.0,80.0,0.13,1550.0,19.06,6.4,6.3,6.2,74.4,16.8,19.7,116.383,0.79,83.0,81.0,27.3,83.0,80.0,0.13,1532.0,18.36,6.5,6.3,5.8,74.4
2488,Syrian Arab Republic,Middle East,2008,16.2,18.9,128.9725,0.75,83,81,27.5,83,79,0.13,1579,20.66,6.4,6.2,6.3,73.6,Developing,16.3,19.1,113.8705,0.74,83.0,81.0,27.5,83.0,80.0,0.13,1571.0,19.88,6.4,6.2,6.5,74.2,16.5,19.3,115.127,0.75,83.0,81.0,27.4,83.0,80.0,0.13,1550.0,19.06,6.4,6.3,6.2,74.4
2489,Syrian Arab Republic,Middle East,2009,16.1,18.8,144.074,0.76,84,82,27.6,83,80,0.13,1629,21.21,6.4,6.2,6.6,72.9,Developing,16.2,18.9,128.9725,0.75,83.0,81.0,27.5,83.0,79.0,0.13,1579.0,20.66,6.4,6.2,6.3,73.6,16.3,19.1,113.8705,0.74,83.0,81.0,27.5,83.0,80.0,0.13,1571.0,19.88,6.4,6.2,6.5,74.2
